iter	R2	RMSE
136	0.7454388952	40.4026318
137	0.7460713599	40.35240981
138	0.7474420376	40.2433536
139	0.7480307588	40.19642192
140	0.7486985941	40.143117
141	0.7488064034	40.1345053
142	0.7506589559	39.98623546
143	0.7515722117	39.91293994
144	0.7529378495	39.80308561
145	0.754339371	39.6900286
146	0.7554848219	39.5973884
147	0.7566173933	39.50557626
148	0.7575084496	39.43319235
149	0.7580980081	39.38522713
150	0.7588441127	39.32444178
151	0.7598560117	39.24185165
152	0.7599573027	39.23357481
153	0.7608090602	39.16390556
154	0.761624587	39.09708346
155	0.762509272	39.02446533
156	0.7626886145	39.00972777
157	0.7633538912	38.95500962
158	0.7634992283	38.9430456
159	0.7645520778	38.85626597
160	0.7647712949	38.83817292
161	0.7659431774	38.74130846
162	0.7668988621	38.66213464
163	0.7673510144	38.62461946
164	0.7682263242	38.55189108
165	0.7692753783	38.46454534
166	0.7701757901	38.38941729
167	0.7714913181	38.2793879
168	0.7721697778	38.22251845
169	0.7731506939	38.14014674
170	0.7742632103	38.04650817
171	0.7752573315	37.96263931
172	0.7762676322	37.87721521
173	0.7771936197	37.7987505
174	0.7781128866	37.72069381
175	0.7782186597	37.71170205
176	0.7791222981	37.63479629
177	0.7800112664	37.55898539
178	0.7807545605	37.49547988
179	0.781793065	37.40657166
180	0.782305678	37.36260796
181	0.782394642	37.35497279
182	0.7830866471	37.29552936
183	0.7837647497	37.23718812
184	0.7838620212	37.22881176
185	0.7848587879	37.14286823
186	0.7855773542	37.08078822
187	0.7864070415	37.00897846
188	0.7872121982	36.93915837
189	0.7879355168	36.87632224
190	0.7890105915	36.78273001
191	0.7900235893	36.69432354
192	0.7909483555	36.61343085
193	0.7916272194	36.55393419
194	0.7921482131	36.50820776
195	0.7928505981	36.44647021
196	0.794127612	36.33395577
197	0.7946991149	36.28348909
198	0.7955215488	36.21074045
199	0.7962215866	36.14870306
200	0.796831052	36.09460538
201	0.7976340017	36.02320951
202	0.7982300464	35.97011937
203	0.7989114912	35.90932643
204	0.7997264781	35.83648451
205	0.8003777477	35.77816872
206	0.8013930879	35.68706334
207	0.802365497	35.59959154
208	0.8029740128	35.54474379
209	0.8033251675	35.51305439
210	0.8040408065	35.44838499
211	0.8049923019	35.36221905
212	0.8067249104	35.20477506
213	0.8072433232	35.15752929
214	0.8081726721	35.07267337
215	0.8084315088	35.04900323
216	0.8091813238	34.98034362
217	0.8094660932	34.95423232
218	0.8105112183	34.85823423
219	0.8105966036	34.85037964
220	0.8113045719	34.78518528
221	0.8113847377	34.77779539
222	0.811961353	34.72459513
223	0.8127817293	34.64876399
224	0.8132630394	34.60419694
225	0.8144610227	34.49301929
226	0.8151246134	34.43128092
227	0.8162238156	34.32877034
228	0.8171070102	34.24618212
229	0.8176980724	34.19079999
230	0.8190402843	34.06470127
231	0.819719296	34.00073103
232	0.8205449658	33.9227815
233	0.8206076617	33.91685521
234	0.8212944464	33.8518694
235	0.8220639786	33.77890522
236	0.8227052529	33.71798137
237	0.8229493377	33.6947633
238	0.8239676858	33.59772192
239	0.8248676894	33.51172403
240	0.825437109	33.4572002
241	0.8263068311	33.37374947
242	0.8268752332	33.31909777
243	0.8272731812	33.28078176
244	0.8275914228	33.25010844
245	0.8282965958	33.18204018
246	0.8284074391	33.17132811
247	0.8289812471	33.11581896
248	0.829647988	33.05120255
249	0.8300579415	33.01140961
250	0.8301002198	33.00730305
251	0.8307469987	32.94441661
252	0.8312345134	32.89693601
253	0.8313157606	32.88901642
254	0.8320847158	32.81396772
255	0.8321533202	32.8072637
256	0.8325315965	32.77027396
257	0.8330771505	32.71685332
258	0.8333725515	32.68789124
259	0.8335626648	32.66923831
260	0.8345762498	32.56961037
261	0.8346523665	32.56211635
262	0.835248283	32.5033861
263	0.8357578883	32.45307789
264	0.8357944559	32.44946495
265	0.8361191787	32.41736403
266	0.836587352	32.37102609
267	0.8373900722	32.29142128
268	0.8380511055	32.22571975
269	0.8383879594	32.19218753
270	0.8386808888	32.16299938
271	0.8391929571	32.11191199
272	0.8394737425	32.08386442
273	0.8399631667	32.03491727
274	0.8405226132	31.97887544
275	0.8410912272	31.92181446
276	0.8416608838	31.86454638
277	0.8421680357	31.81347522
278	0.8426835525	31.76147753
279	0.8431100446	31.7183949
280	0.8431479634	31.71456165
281	0.8438839735	31.6400657
282	0.8443644489	31.59133915
283	0.844884098	31.53855515
284	0.8449301258	31.53387556
285	0.8454304125	31.48296714
286	0.8462307785	31.40135147
287	0.8465616601	31.36754847
288	0.8466141296	31.3621848
289	0.8468729821	31.33571038
290	0.8474923119	31.27227675
291	0.8476663702	31.254426
292	0.8480786893	31.2120994
293	0.8483970561	31.17937817
294	0.8489440186	31.12308189
295	0.8494695988	31.06889029
296	0.8501099413	31.00273776
297	0.8503900083	30.97376018
298	0.8507958089	30.93172521
299	0.8514219334	30.86675562
300	0.8519019592	30.81685314
301	0.8523978639	30.76521492
302	0.8529710929	30.70541678
303	0.853701325	30.62907128
304	0.8541080638	30.58646425
305	0.8541413435	30.58297548
306	0.8546156991	30.53320462
307	0.8550098053	30.491792
308	0.8550435313	30.48824547
309	0.855935624	30.39428513
310	0.8562703949	30.3589501
311	0.8567450378	30.30878097
312	0.8571930357	30.26135189
313	0.8574872259	30.23016579
314	0.8579811419	30.17773498
315	0.8586998016	30.10128377
316	0.8590547725	30.06345013
317	0.8595460447	30.01101051
318	0.8595882622	30.00649983
319	0.8599947317	29.96303635
320	0.8605442181	29.90417975
321	0.8610345576	29.85156053
322	0.8614030495	29.81195586
323	0.861869317	29.76176695
324	0.8623039972	29.71490175
325	0.8628114283	29.66009921
326	0.8634137739	29.59491418
327	0.8634737924	29.58841119
328	0.8635088368	29.58461347
329	0.8640839671	29.52221761
330	0.8646134327	29.46465909
331	0.864786347	29.4458371
332	0.8657177899	29.34424042
333	0.8661164647	29.30064751
334	0.8664081992	29.2687068
335	0.8667788365	29.22807703
336	0.866809943	29.22466452
337	0.866894289	29.21540943
338	0.867422773	29.1573532
339	0.8679153155	29.10314101
340	0.8682908467	29.06173986
341	0.8688352854	29.00161222
342	0.8693488605	28.94477867
343	0.8694768373	28.93059904
344	0.8698095492	28.89370254
345	0.8703427314	28.83447618
346	0.8704976223	28.81724794
347	0.8709311336	28.76897441
348	0.8709571785	28.76607161
349	0.8712041132	28.73853524
350	0.8715438631	28.70060559
351	0.8715720832	28.69745286
352	0.8719236797	28.6581435
353	0.8721794439	28.6295145
354	0.8726120722	28.58102295
355	0.8732192321	28.51282976
356	0.8735277463	28.47811641
357	0.8735523413	28.47534721
358	0.87389816	28.43638227
359	0.8742547039	28.39615291
360	0.8745003532	28.36840274
361	0.8749036178	28.32278835
362	0.8753324496	28.27420126
363	0.8756765622	28.23515248
364	0.8760552462	28.19211814
365	0.8766220281	28.12758499
366	0.8770044569	28.08395829
367	0.8773292585	28.0468523
368	0.8776207598	28.01350874
369	0.8780254088	27.96715683
370	0.8785719838	27.90442527
371	0.8786590135	27.89442366
372	0.8788859697	27.86832459
373	0.8793041036	27.82017672
374	0.8796860127	27.77612718
375	0.8799543412	27.74513624
376	0.8804829118	27.68398683
377	0.880807671	27.64634893
378	0.8812408299	27.59606817
379	0.8816681272	27.5463779
380	0.8819248351	27.51648226
381	0.8821175557	27.49401709
382	0.8822305311	27.48083917
383	0.8826397267	27.43305588
384	0.8830937308	27.37994256
385	0.8835852406	27.3223251
386	0.8838190034	27.29487947
387	0.884045498	27.26826084
388	0.884174753	27.25305857
389	0.8845704773	27.20646284
390	0.8847852619	27.18113894
391	0.8853421515	27.11536945
392	0.8855085966	27.09568105
393	0.885873591	27.05245655
394	0.8864077917	26.98906899
395	0.8868113245	26.94108742
396	0.8870711526	26.9101476
397	0.8874652423	26.86315216
398	0.8877508724	26.82903915
399	0.8880616955	26.79186797
400	0.8883330348	26.75937642
401	0.888574679	26.73040746
402	0.8888350692	26.69915601
403	0.8892722162	26.64660817
404	0.8893502586	26.63721608
405	0.8897337089	26.59102115
406	0.8897879973	26.58447445
407	0.890170757	26.53827115
408	0.8903741243	26.51368973
409	0.8907720562	26.46552486
410	0.8909749408	26.44093434
411	0.8911992929	26.41371521
412	0.891254568	26.40700474
413	0.8916063869	26.36425348
414	0.8918476409	26.33489739
415	0.8918888388	26.32988111
416	0.8920664383	26.30824553
417	0.8923936666	26.26833516
418	0.8925654136	26.24736377
419	0.8930168931	26.19215517
420	0.8933177796	26.15529696
421	0.8936163	26.11867718
422	0.8938496095	26.09002109
423	0.8941760448	26.04987398
424	0.8944761338	26.01291246
425	0.8949341523	25.95639751
426	0.8952072845	25.92263706
427	0.8954116827	25.89734367
428	0.8955950376	25.87463325
429	0.8958501041	25.84300741
430	0.8959037169	25.83635501
431	0.8961231112	25.80911418
432	0.8965732024	25.75313894
433	0.8968348701	25.72054086
434	0.8971065517	25.68665148
435	0.897763734	25.60448952
436	0.89811312	25.56070122
437	0.898130858	25.55847613
438	0.8982399778	25.54478363
439	0.8986422125	25.49424723
440	0.8987320762	25.48294314
441	0.8990492483	25.44300543
442	0.8990992485	25.43670379
443	0.8992647367	25.41583575
444	0.8993769257	25.40167898
445	0.8995754881	25.37660367
446	0.8998906729	25.33674982
447	0.900251726	25.29101895
448	0.9002872401	25.28651627
449	0.9003862448	25.27395968
450	0.9005421742	25.25417076
451	0.900743126	25.22864517
452	0.9009514561	25.20215509
453	0.9012803595	25.1602768
454	0.9016028691	25.11914481
455	0.901945184	25.07541311
456	0.9022136853	25.04105785
457	0.9027350964	24.9742073
458	0.9030348948	24.93568876
459	0.903475336	24.87899206
460	0.903870964	24.82795363
461	0.9042197974	24.78286481
462	0.9044810014	24.74904883
463	0.9045412213	24.74124608
464	0.9047486218	24.71435418
465	0.9049653855	24.68621691
466	0.9053549087	24.63557365
467	0.9055260144	24.61329465
468	0.9057970978	24.57795663
469	0.9060609607	24.54351099
470	0.9061877724	24.5269393
471	0.9063419603	24.50677503
472	0.9066022498	24.47269736
473	0.9068220481	24.44388389
474	0.9072436178	24.38852486
475	0.9072665206	24.38551375
476	0.9074674137	24.35908566
477	0.9075885255	24.34313917
478	0.9079755967	24.2921043
479	0.9081387269	24.27056363
480	0.9082985078	24.24944668
481	0.9086173615	24.20725131
482	0.9088829427	24.1720495
483	0.909191244	24.13112088
484	0.9094749845	24.09339141
485	0.9097503689	24.05671647
486	0.9098014965	24.04990128
487	0.9100280806	24.01967489
488	0.9103278351	23.97962899
489	0.9105523344	23.949593
490	0.9108652618	23.90766318
491	0.9109782927	23.89249984
492	0.9112500493	23.85600364
493	0.9115039299	23.82185763
494	0.9119482968	23.7619738
495	0.9121692451	23.73214209
496	0.9121860854	23.72986683
497	0.9124327523	23.69651511
498	0.9127948844	23.64746619
499	0.9128128528	23.64502981
500	0.912934811	23.62848657
501	0.9130565209	23.61196547
502	0.9133403696	23.57339038
503	0.9134674848	23.55609492
504	0.9136679951	23.5287874
505	0.9138749827	23.50056443
506	0.9140771398	23.47296735
507	0.9142612153	23.4478104
508	0.9145546799	23.40764771
509	0.9147533361	23.38042105
510	0.9149914227	23.34774847
511	0.9152342497	23.31437821
512	0.9154054412	23.29082364
513	0.9154780719	23.28082305
514	0.915854719	23.22889306
515	0.9159624115	23.21402367
516	0.9163403972	23.16175862
517	0.9164811961	23.14225981
518	0.9167728353	23.10181926
519	0.9170245362	23.06685981
520	0.9173427647	23.02258418
521	0.9175832982	22.98906178
522	0.917732251	22.96827817
523	0.9179822669	22.93335073
524	0.9181825334	22.9053349
525	0.9184010472	22.87472726
526	0.9186720573	22.83670939
527	0.9189447895	22.79838593
528	0.9192258652	22.75882254
529	0.9194402727	22.72859688
530	0.9195301652	22.71591249
531	0.9197945471	22.67856547
532	0.920053049	22.6419895
533	0.9203809831	22.59550424
534	0.9204992621	22.57871448
535	0.9205673892	22.56903815
536	0.9206021623	22.56409761
537	0.9207447757	22.54382382
538	0.9209610293	22.51304659
539	0.9212570307	22.4708513
540	0.9214256557	22.44677818
541	0.9214521044	22.44299999
542	0.9214685483	22.44065065
543	0.9217084374	22.40634985
544	0.921873642	22.38269732
545	0.9221004771	22.3501803
546	0.922349428	22.31443843
547	0.9226186078	22.27572776
548	0.9226331063	22.27364083
549	0.9227937801	22.25050012
550	0.9230923895	22.20742945
551	0.9231042144	22.20572214
552	0.9233754845	22.16651927
553	0.9234750576	22.15211196
554	0.9237258011	22.11579011
555	0.9239433074	22.08423449
556	0.9239578458	22.08212368
557	0.9239692033	22.08047454
558	0.9242774733	22.03566598
559	0.9243718844	22.02192463
560	0.9246046598	21.98800791
561	0.9246868966	21.97601303
562	0.9249052331	21.94413512
563	0.9251990267	21.90116698
564	0.9253611501	21.87741986
565	0.9254601503	21.86290605
566	0.9257171327	21.82518641
567	0.9258979779	21.79860298
568	0.9261219887	21.76562941
569	0.9262980892	21.73967293
570	0.926457063	21.71621422
571	0.9266398237	21.68921407
572	0.9268310543	21.6609266
573	0.9269556516	21.64247586
574	0.9271492397	21.6137775
575	0.9273591255	21.58261998
576	0.9275351291	21.55645757
577	0.9276927543	21.53300006
578	0.9277132185	21.52995273
579	0.9278936683	21.50306329
580	0.9279707749	21.4915631
581	0.9280929945	21.47332186
582	0.9282229036	21.45391596
583	0.9283005164	21.44231372
584	0.9283440988	21.4357959
585	0.9284812822	21.41526693
586	0.928747035	21.37544194
587	0.9290196456	21.33451201
588	0.9291534785	21.3143895
589	0.9294161975	21.27483289
590	0.9295453071	21.25536638
591	0.9296363276	21.24163202
592	0.9299894407	21.18826547
593	0.9301316281	21.16673846
594	0.9302429388	21.14987086
595	0.9305220732	21.10751261
596	0.9307600148	21.07133808
597	0.9309715427	21.03912703
598	0.9311367198	21.01393985
599	0.9312743857	20.99292467
600	0.931566525	20.94825872
601	0.9316460291	20.93608663
602	0.931839796	20.90639122
603	0.9319809225	20.88473654
604	0.9320987009	20.86664721
605	0.9322494844	20.84346582
606	0.9323937875	20.82125655
607	0.932405109	20.81951308
608	0.9325436008	20.79817412
609	0.9326723046	20.77832364
610	0.932924042	20.73944232
611	0.93308494	20.71455308
612	0.9331974419	20.69713244
613	0.9333611221	20.67176075
614	0.9333863311	20.6678504
615	0.9333945242	20.66657934
616	0.9334688928	20.65503844
617	0.9336024279	20.63429958
618	0.9338033454	20.60305647
619	0.9339977906	20.57277465
620	0.9341820428	20.54403903
621	0.9343525174	20.5174163
622	0.9343603414	20.51619361
623	0.9345017112	20.49408858
624	0.9347221143	20.45957801
625	0.9349343394	20.42629284
626	0.9351581381	20.39113361
627	0.9352894867	20.37047023
628	0.9354533623	20.34466038
629	0.9356517072	20.31337784
630	0.9358310653	20.28504833
631	0.9359840433	20.26085424
632	0.9362067167	20.22558583
633	0.9363539613	20.20223047
634	0.9365050313	20.17824026
635	0.9366952189	20.14799747
636	0.936851795	20.12306533
637	0.9369811805	20.10243951
638	0.9371360694	20.07772022
639	0.9372877354	20.05348576
640	0.9373307509	20.04660705
641	0.9375119832	20.01759982
642	0.937673897	19.99164903
643	0.9377732126	19.97571449
644	0.9379129262	19.95327683
645	0.9381026347	19.92276966
646	0.9382082303	19.90576849
647	0.9383064102	19.88994823
648	0.9384483754	19.86705033
649	0.938634869	19.83693019
650	0.9387626077	19.81627298
651	0.9389029625	19.79355073
652	0.9391092032	19.76011468
653	0.9392473507	19.73768632
654	0.9394514967	19.70449632
655	0.9395510057	19.6882979
656	0.9397216309	19.66049187
657	0.9398923501	19.6326311
658	0.9400635158	19.60465771
659	0.9402156475	19.57976149
660	0.9403796406	19.55288864
661	0.9405635221	19.52271278
662	0.940826882	19.47941272
663	0.9408903167	19.46896876
664	0.9410045929	19.45014007
665	0.941152777	19.42569737
666	0.9412674983	19.40675317
667	0.9414334033	19.3793241
668	0.9414821264	19.37126134
669	0.9416416681	19.34483666
670	0.9417858071	19.32093202
671	0.9418787652	19.30549975
672	0.9420190741	19.28218322
673	0.9421309404	19.26357307
674	0.9423625628	19.22498295
675	0.9424771071	19.20587031
676	0.9425981625	19.18565053
677	0.9427194243	19.1653749
678	0.9428345332	19.14610821
679	0.9430277061	19.11373169
680	0.9431339503	19.09590135
681	0.9431425586	19.09445593
682	0.9433171984	19.0651087
683	0.9435227659	19.03050627
684	0.9436578838	19.00772804
685	0.9438056881	18.98277984
686	0.9439925433	18.95119314
687	0.944117569	18.93002892
688	0.9441558197	18.92354914
689	0.9443770943	18.88602099
690	0.944583381	18.85096751
691	0.9447215253	18.82745671
692	0.9448265536	18.80956226
693	0.9449555799	18.78755576
694	0.9450338914	18.7741865
695	0.945065931	18.768714
696	0.9450737065	18.76738566
697	0.9451544703	18.75358278
698	0.9452562029	18.73618176
699	0.9453019499	18.72835161
700	0.9454531827	18.702443
701	0.9456174902	18.67425374
702	0.9457585143	18.65002509
703	0.9460209631	18.60485107
704	0.9461142113	18.58877429
705	0.9461789671	18.57760165
706	0.9462913627	18.55819352
707	0.9464836277	18.52494663
708	0.9464994468	18.52220849
709	0.9466287934	18.49980466
710	0.9466542897	18.4953853
711	0.9467459337	18.47949162
712	0.9467519736	18.47844366
713	0.946964866	18.44146707
714	0.9470769096	18.42197678
715	0.9471927691	18.40180099
716	0.9472937648	18.38419551
717	0.9474306254	18.36031117
718	0.9476185901	18.32745763
719	0.9478290012	18.29061077
720	0.9479721996	18.26549157
721	0.9481359201	18.23673011
722	0.9482517938	18.21634665
723	0.9483838807	18.19308324
724	0.9484586947	18.17989366
725	0.9487166425	18.13434431
726	0.948865743	18.10796336
727	0.9490361276	18.07776939
728	0.9491281313	18.06144436
729	0.9492529486	18.03927331
730	0.9493778869	18.01705346
731	0.9495162566	17.99241284
732	0.949716443	17.95670417
733	0.9498565663	17.93166709
734	0.9499095025	17.92219939
735	0.9500261717	17.90131531
736	0.9501693206	17.87565797
737	0.9503431055	17.84446
738	0.9504618281	17.82311544
739	0.9506902725	17.78197246
740	0.9506957605	17.78098289
741	0.9509245849	17.73967353
742	0.9511308879	17.70234728
743	0.9513633457	17.66019433
744	0.9513990236	17.65371574
745	0.9515028809	17.6348432
746	0.9515649563	17.62355345
747	0.9517251628	17.59438298
748	0.9517697881	17.58624897
749	0.9518955103	17.56331288
750	0.9519780078	17.54824619
751	0.9520937557	17.52708508
752	0.9521040659	17.52519891
753	0.9521668805	17.51370315
754	0.9521855089	17.5102925
755	0.9522830378	17.49242521
756	0.9524511169	17.46159021
757	0.9526167769	17.43114564
758	0.9527003048	17.41577491
759	0.9527151949	17.41303342
760	0.9528262683	17.39256954
761	0.9529258763	17.3741975
762	0.9530066712	17.35928114
763	0.9531869841	17.32594545
764	0.9532922059	17.3064627
765	0.9533184267	17.30160426
766	0.9533759762	17.29093619
767	0.9534611979	17.27512635
768	0.9536098617	17.24751239
769	0.9537658922	17.21848247
770	0.9538462171	17.20351868
771	0.9539842175	17.17778006
772	0.9540802398	17.15984805
773	0.9541644693	17.14410287
774	0.9541882943	17.13964661
775	0.9542680339	17.12472352
776	0.9543357164	17.11204668
777	0.9544903196	17.08305445
778	0.9545069491	17.07993303
779	0.9546148959	17.05965719
780	0.9547512975	17.03400214
781	0.954819904	17.02108367
782	0.9549363927	16.99912663
783	0.9550769053	16.97260349
784	0.9551659003	16.95578335
785	0.9552035582	16.94866094
786	0.9552964245	16.93108392
787	0.9553222261	16.92619714
788	0.955328339	16.92503917
789	0.9554225759	16.90717767
790	0.9555326065	16.88629876
791	0.9556280025	16.86817593
792	0.9556955659	16.85532881
793	0.9557894942	16.83745213
794	0.9559287929	16.81090543
795	0.9560197731	16.79354433
796	0.9561570539	16.76731399
797	0.956270128	16.74567797
798	0.9562754438	16.74466014
799	0.9564121545	16.71846243
800	0.9565398922	16.69394706
801	0.9566807091	16.66687974
802	0.9568249805	16.63910274
803	0.9569514982	16.6147057
804	0.9571573892	16.57492592
805	0.9572087655	16.56498474
806	0.9573312582	16.54125856
807	0.957454743	16.51730574
808	0.9574968392	16.50913224
809	0.9575399032	16.50076662
810	0.9575468476	16.49941721
811	0.9576896311	16.47164744
812	0.9579280357	16.4251758
813	0.9580426427	16.40278888
814	0.9581594379	16.37994305
815	0.958335037	16.34553472
816	0.958412781	16.33027777
817	0.9585099545	16.31118778
818	0.9585163383	16.30993289
819	0.9586067157	16.29215657
820	0.9587075174	16.272307
821	0.958763868	16.26120005
822	0.9588803414	16.23821855
823	0.9589825442	16.21802596
824	0.959040103	16.2066428
825	0.9591353478	16.18778903
826	0.9592238185	16.17025649
827	0.9593367185	16.14785509
828	0.9593420272	16.14680098
829	0.959434321	16.12846392
830	0.9595114055	16.11313266
831	0.9596052709	16.09444415
832	0.9596093116	16.09363916
833	0.9596412733	16.08727035
834	0.9597054407	16.07447647
835	0.9597083354	16.07389908
836	0.9598198168	16.05164655
837	0.9599607588	16.02346925
838	0.9600769615	16.00020054
839	0.9601343264	15.98870116
840	0.9601468159	15.98619642
841	0.9602357433	15.96835086
842	0.9603179768	15.95183083
843	0.9604226649	15.93077508
844	0.9605002631	15.91514991
845	0.9606098702	15.89305322
846	0.9607076625	15.87331245
847	0.9607264067	15.86952586
848	0.9607977687	15.85510146
849	0.9609046768	15.83346754
850	0.9610188036	15.81034018
851	0.9610921555	15.7954578
852	0.9611879859	15.77599363
853	0.9612783922	15.7576091
854	0.9614392061	15.72485378
855	0.9614934208	15.71379567
856	0.9616198746	15.68797278
857	0.9616720004	15.67731588
858	0.9617750916	15.65621796
859	0.9618821057	15.6342871
860	0.9619645941	15.61736139
861	0.9620374401	15.6023989
862	0.9621598503	15.57722364
863	0.9622762058	15.55325582
864	0.9624049657	15.52668973
865	0.9625192989	15.50306204
866	0.9625586758	15.49491621
867	0.9625634667	15.49392483
868	0.96266216	15.47348817
869	0.9628034481	15.44418422
870	0.9629014232	15.42383095
871	0.9629966038	15.40403246
872	0.9631020451	15.38206988
873	0.963184434	15.36488708
874	0.9632494337	15.35131735
875	0.9633549986	15.3292534
876	0.9634221355	15.31520468
877	0.9635238238	15.29390136
878	0.963585026	15.2810654
879	0.9636519446	15.26701818
880	0.9637096763	15.25488904
881	0.9637573068	15.24487485
882	0.9637770842	15.24071478
883	0.9639266278	15.20922215
884	0.9640001714	15.19371056
885	0.9641685672	15.15813322
886	0.9642179376	15.14768679
887	0.9643045914	15.12933401
888	0.9644704168	15.09415093
889	0.964561721	15.07474393
890	0.9646304285	15.06012344
891	0.9647655608	15.03132669
892	0.9648665768	15.00976406
893	0.9649492734	14.99208877
894	0.9650060772	14.97993561
895	0.9650553778	14.96937979
896	0.9651796897	14.94273005
897	0.9651830671	14.94200534
898	0.9652685764	14.92364551
899	0.9653449312	14.90723215
900	0.9653925985	14.89697633
901	0.9654829332	14.87752105
902	0.9655850095	14.85550633
903	0.9656909309	14.83262782
904	0.9657801489	14.81332973
905	0.9658884392	14.78987243
906	0.9660397948	14.75702405
907	0.9660440678	14.75609562
908	0.9660477148	14.75530317
909	0.9660499004	14.75482824
910	0.9661251236	14.73847306
911	0.9661976062	14.72269653
912	0.9662308389	14.71545747
913	0.9662495773	14.71137413
914	0.9663110721	14.69796563
915	0.9663809501	14.68271435
916	0.966471695	14.6628851
917	0.9665340782	14.64923777
918	0.966619918	14.63043812
919	0.966622061	14.62996848
920	0.9667075484	14.61122138
921	0.9668382971	14.58250198
922	0.96695127	14.55764147
923	0.9669543114	14.55697161
924	0.9670325867	14.53972086
925	0.967114661	14.52161083
926	0.9671965041	14.5035293
927	0.96729176	14.48245608
928	0.9673420402	14.47132033
929	0.9673603763	14.46725724
930	0.9674581138	14.44558032
931	0.9675350591	14.42849192
932	0.9675795523	14.4186014
933	0.9676468824	14.40362149
934	0.9677318813	14.38468828
935	0.9677666291	14.37694114
936	0.9678325963	14.36222204
937	0.9679153542	14.34373512
